dataset,batch_size,learning_rate,momentum,weight_decay,gamma,decay_period,gpu,epochs,seed,k,model,use_project_head,norm_type,save_feat,sampling_size,select_size,attack_epoch,interpolate,classifier,property,attack_feat,begin_range,end_range,target_num,defense,d_para,d_para2,out_para,defend_scope,defend_side,adaptive_noise,norm_threshold,sigma_low,sigma_high,sigma_alpha,curriculum,warmup_epochs,val_ratio,aligned,n_seeds,log_norms,out_csv,device,accuracy,auc,precision,recall,gnd_frac,pred_frac,used_time
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,shuffle,0.2,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8398,0.8943,0.7091,0.5661,0.6635,0.6904,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,shuffle,0.2,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8398,0.8943,0.7091,0.5661,0.6635,0.6637,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8787,0.7040,0.5405,0.6635,0.6457,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8787,0.7040,0.5405,0.6635,0.6156,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8787,0.7040,0.5405,0.6635,0.6460,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8787,0.7040,0.5405,0.6635,0.6662,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8787,0.7040,0.5405,0.6635,0.6813,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8299,0.8771,0.7103,0.4936,0.6635,0.6829,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8299,0.8771,0.7103,0.4936,0.6635,0.5342,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8299,0.8771,0.7103,0.4936,0.6635,0.6860,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8299,0.8771,0.7103,0.4936,0.6635,0.6745,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8299,0.8771,0.7103,0.4936,0.6635,0.6367,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8818,0.7211,0.5108,0.6635,0.6486,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8818,0.7211,0.5108,0.6635,0.7244,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8818,0.7211,0.5108,0.6635,0.6611,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8818,0.7211,0.5108,0.6635,0.6915,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8349,0.8818,0.7211,0.5108,0.6635,0.6863,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8338,0.8789,0.7119,0.5183,0.6635,0.6580,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8338,0.8789,0.7119,0.5183,0.6635,0.5575,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8338,0.8789,0.7119,0.5183,0.6635,0.6585,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8338,0.8789,0.7119,0.5183,0.6635,0.6760,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8338,0.8789,0.7119,0.5183,0.6635,0.6279,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8339,0.8807,0.7048,0.5320,0.6635,0.6558,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8339,0.8807,0.7048,0.5320,0.6635,0.6231,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8339,0.8807,0.7048,0.5320,0.6635,0.6554,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8339,0.8807,0.7048,0.5320,0.6635,0.6618,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,shuffle,0.5,1.0,-1.0,victim_only,both,0,0.0,0.005,0.05,0.05,0,10,0.3,1,5,0,res_s1_adult.csv,cuda,0.8339,0.8807,0.7048,0.5320,0.6635,0.6569,28
