dataset,batch_size,learning_rate,momentum,weight_decay,gamma,decay_period,gpu,epochs,seed,k,model,use_project_head,norm_type,save_feat,sampling_size,select_size,attack_epoch,interpolate,classifier,property,attack_feat,begin_range,end_range,target_num,aligned,use_MR,act_weight,use_LR,defense,d_para,d_para2,out_para,defend_scope,defend_side,adaptive_noise,norm_threshold,sigma_low,sigma_high,sigma_alpha,curriculum,warmup_epochs,val_ratio,n_seeds,log_norms,out_csv,device,accuracy,auc,precision,recall,gnd_frac,pred_frac,used_time
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8394,0.8919,0.7211,0.5414,0.6635,0.6490,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8394,0.8919,0.7211,0.5414,0.6635,0.6725,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8394,0.8919,0.7211,0.5414,0.6635,0.6716,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6408,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6809,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6767,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6730,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6488,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6822,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6562,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6529,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6763,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8404,0.8938,0.7212,0.5483,0.6635,0.6537,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.6925,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.5695,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.6991,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.6215,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.6836,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.5785,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.6931,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.6328,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.6265,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8942,0.7207,0.5430,0.6635,0.6386,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6781,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6675,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6757,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6636,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6673,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6599,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6644,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6660,6
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6708,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,victim_only,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8378,0.8904,0.7078,0.5542,0.6635,0.6672,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6397,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6542,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6365,3
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6583,3
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6470,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6612,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6258,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6619,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6639,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,0,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8387,0.8897,0.7122,0.5524,0.6635,0.6478,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.6886,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.7998,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.6901,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.6784,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.6712,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.7528,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.6718,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.6608,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.7046,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,1,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8393,0.8916,0.7222,0.5389,0.6635,0.6912,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6668,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6834,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6718,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6568,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6561,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6994,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6514,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6578,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6762,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,2,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8401,0.8943,0.7219,0.5445,0.6635,0.6589,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6761,3
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6381,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6949,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,DT,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6657,3
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6866,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6847,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6892,7
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,XGB,sex,a_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6613,8
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,en-DT,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6611,12
adult,64,0.01,0.0,3e-05,0.97,1,0,20,3,3,mlp2,1,1,0,2000,0,18,200,en-XGB,sex,all,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8395,0.8943,0.7186,0.5461,0.6635,0.6734,28
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_grad,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6784,2
adult,64,0.01,0.0,3e-05,0.97,1,0,20,4,3,mlp2,1,1,0,2000,0,18,200,DT,sex,b_output,0,100,100,1,1,1.0,1,gauss_noise,0.0,1.0,0.05,both,output,0,0.0,0.005,0.05,0.05,0,10,0.3,5,0,res_s1_active_adult.csv,cuda,0.8377,0.8904,0.7084,0.5520,0.6635,0.6642,3
